euctr_id,title,member_state,trial_status,sponsor_name,sponsor_status,sponsor_country,funder,reg_date,row
2008-001770-33,"INVESTIGATOR-INITIATED SINGLE BLIND, TWO-ARMED, RANDOMIZED PHASE 3 CLINICAL TRIAL TO COMPARE EFFICACY OF 5% MINOXIDIL TOPICAL FOAM (5% MTF) ONCE DAILY VERSUS 2% MINOXIDIL TOPICAL SOLUTION (2% MTS) TWICE DAILY IN APPLICATION ON FEMALES WITH SLIGHTLY TO MODERATE ANDROGENETIC ALOPECIA CONCERNING HAIR VOLUME",Germany - BfArM,Completed,"Charité-Universitätsmedizin Berlin, Klinik für Dermatologie, Venerologie und Allergologie, CRC",Non-Commercial,Germany,NA,2008-04-22,1
2008-000653-36,Efficacy and tolerability of Docetaxel-Gemcitabin in patients with advanced non-small cell lung cancer and an ECOG-Performance-Index of 2. A multicenter phase II-trial.,Germany - BfArM,Prematurely Ended,Charité - Universitätsmedizin Berlin,Non-Commercial,Germany,NA,2008-05-27,1
2008-000247-34,Prospektive randomisierte Phase II/III-Studie zur selektiven COX-2-Inhibition beim chronischen Subduralhämatom (Prospective randomized phase II/III study for the selective COX-2-inhibition in chronic subdural haematoma),Germany - BfArM,Prematurely Ended,Charité – Universitätsmedizin Berlin,Non-Commercial,Germany,NA,2008-08-05,1
2007-007657-31,Efficacy and safety of Miltefosine in antihistamine resistant chronic urticaria,Germany - BfArM,Completed,Charité-University Berlin,Non-Commercial,Germany,NA,2008-02-26,1
2007-007637-39,Effects of NSAIDs on RAdiographic Damage in AS (ENRADAS) – a prospective randomised controlled trial - Amendment 2,Germany - BfArM,Completed,Charité - Campus Mitte,Non-Commercial,Germany,NA,2008-04-15,1
2007-007011-85,Topical application of morphine for wound healing and analgesia in patients with painful oral lesions,Germany - BfArM,Completed,Charite Universitätsmedizin Berlin,Non-Commercial,Germany,NA,2010-01-29,1
2007-006438-33,Influence of I(f) blockade on orthostatic tolerance and sympathic activity in healthy subjects.,Germany - BfArM,Completed,Charité - Universitätsmedizin Berlin,Non-Commercial,Germany,NA,2008-04-22,1
2007-006126-10,pilot study to evaluate the efficacy of Efalizumab in patients with cutaneous t-cell lymphoma,Germany - PEI,Prematurely Ended,Charité - University Hospital Berlin,Non-Commercial,Germany,NA,2008-07-22,1
2007-005475-34,Prospektive Studie zur potentiellen Protektion der Ovarfunktion von Frauen mit gynäkologischen Malignomen unter Chemotherapie mittels GnRH-Analoga-Applikation,Germany - BfArM,Completed,Charité - Universitätsmedizin Berlin,Non-Commercial,Germany,NA,2008-03-03,1
2007-004674-49,Levosimendan vor Herz-Lungen-Maschine bei Coronary artery bypass graft-Operationen,Germany - BfArM,Prematurely Ended,Charité - Universitätsmedizin Berlin,Non-Commercial,Germany,NA,2007-10-30,1
2007-004401-10,"Hydrocortisone for Prevention of Septic Shock Placebo-controlled, randomised, double-blind study to investigate the efficacy and safety of low dose hydrocortisone to prevent the development of septic shock in patients with severe sepsis",Germany - BfArM,Completed,Charité Universitätsmedizin Berlin,Non-Commercial,Germany,Federal Ministry of Education and Research,2008-02-28,1
2007-004150-85,Cardiac failure with normal ejection fraction: possible role of phosphodiesterase type 5 inhibitors,Germany - BfArM,Prematurely Ended,Charité Universitaetsmedizin Berlin,Non-Commercial,Germany,NA,2007-12-04,1
2007-004134-16,Effectiveness and Safety of Pregabalin (Lyrica) in treatment of in-patients with ethanol withdrawal syndrom,Germany - BfArM,Completed,Charité Universitätsmedizin Berlin,Non-Commercial,Germany,NA,2009-02-16,1
2007-003813-15,"CONKO-005: Adjuvante Therapie des R0-resezierten Pankreaskarzinoms mit Gemcitabin plus Erlotinib versus Gemcitabin über 24 Wochen – eine prospektive, randomisierte, Phase III Studie",Germany - BfArM,Completed,Charité - Universitätsmedizin Berlin,Non-Commercial,Germany,NA,2007-10-26,1
2007-003775-39,"Randomised, placebo-controlled parallel-group trial to evaluate an oral dose of 10 mg Olanzapin combined with Riluzol for the treatment of appetite loss on patients with amyotrophic lateral sklerosis",Germany - BfArM,Prematurely Ended,Charité – Universitätsmedizin Berlin,Non-Commercial,Germany,NA,2008-09-09,1
2007-003111-31,Influence of postoperative influenza vaccination versus GM-CSF in immune-compromised patients undergoing pancreatic or esophageal resection on the course of immunosuppression and the postoperative infection rate.,Germany - PEI,Completed,Charité - Universitaetsmedizin Berlin,Non-Commercial,Germany,Charité - Universitaetsmedizin Berlin,2008-05-16,1
2007-002967-28,Pilot open label clinical trial with Abatacept in Ankylosing Spondylitis,Germany - PEI,Completed,Charité University Medicine,Non-Commercial,Germany,NA,2007-08-24,1
2007-002223-32,"A multicentre, double-blind, randomised placebo-controlled trial of sodium bicarbonate to prevent acute kidney injury in patients undergoing cardiopulmonary bypass surgery.",Germany - BfArM,Completed,Charité Universitaetsmedizin,Non-Commercial,Germany,NA,2008-02-07,1
2007-002223-32,"A multicentre, double-blind, randomised controlled trial of sodium bicarbonate to prevent acute kidney injury in patients undergoing cardiopulmonary bypass surgery.",Ireland - HPRA,Prematurely Ended,Charité Universitaetsmedizin,Non-Commercial,Germany,NA,2009-03-26,2
2007-002023-32,Niaspan for the treatment of endothelial dysfunction in patients without hyperlipoproteinemia,Germany - BfArM,Prematurely Ended,Charité - Universitätsmedizin Berlin,Non-Commercial,Germany,NA,2007-06-04,1
2007-001787-71,The influence of Rimonabant induced cannabinoid receptor blocking on the mass and function of the left ventricle in patients with abdominal adiposity,Germany - BfArM,Prematurely Ended,Charité - Universitätsmedizin Berlin,Non-Commercial,Germany,NA,2007-12-17,1
2007-001677-28,"Quantification of the anesthetic effect of nitrous oxide using intravenous ""closed-loop"" anesthesia",Germany - BfArM,Completed,Charité - Universitätsmedizin Berlin,Non-Commercial,Germany,NA,2007-07-02,1
2007-001677-28,Evaluation de l’effet anesthésique du protoxyde d’azote dans une population d’opérés recevant une anesthésie totale intraveineuse en « boucle » guidée par l’index bispectral (Effect of nitrous oxide on intra-venous closed-loop anesthesia),France - ANSM,Completed,Hopital Foch,Non-Commercial,France,NA,2007-07-23,2
2007-001677-28,Evaluation de l’effet anesthésique du protoxyde d’azote dans une population d’opérés recevant une anesthésie totale intraveineuse en « boucle » guidée par l’index bispectral (Effect of nitrous oxide on intra-venous closed-loop anesthesia),Belgium - FPS Health-DGM,Completed,Hopital Foch,Non-Commercial,France,NA,2007-11-13,3
2007-000718-35,"CONKO-006 Additive Therapie beim R1-resezierten Pankreaskarzinom mit Gemcitabin plus Sorafenib versus Gemcitabin plus Placebo über 12 Monate - eine doppelblinde, placebokontrollierte Phase IIb Studie",Germany - BfArM,Completed,Charité - Universitätsmedizin Berlin,Non-Commercial,Germany,NA,2007-10-18,1
2007-000579-40,"Effects of atypical versus typical neuroleptics on motivation, hedonia, and social cognition in patients with schizophrenia – an fMRI study",Germany - BfArM,Completed,Charité Universitätsmedizin Berlin,Non-Commercial,Germany,NA,2007-10-02,1
2007-000512-82,"Optimal Duration of Olazapine Add-on therapy in Major Depression: A double-blind, placebo-controlled, randomized, Phase III, Pilot Study in parallel group Design",Germany - BfArM,Completed,Charité Universitätsmedizin Berlin,Non-Commercial,Germany,NA,2007-08-15,1
2006-006516-30,Combined systemic an intrathecal chemotherapy with succeeding high dosis chemotherapy and autologous stem cell transplantation of patients with CNS relapses of agressive lymphomas.,Germany - BfArM,Completed,Charité-Universitätsmedizin Berlin,Non-Commercial,Germany,NA,2007-04-18,1
2006-006323-39,Sunphenon (Epigallocatechin-Gallate) in relapsing-remitting multiple sclerosis,Germany - BfArM,Completed,Charité-Universitätsmedizin Berlin,Non-Commercial,Germany,NA,2007-03-05,1
2006-006088-22,Prospective multicenter phase III clinical trial using cytoreductive surgery with hyperthermic intraoperative chemotherapy (HIPEC) after preoperative chemotherapy in patients with peritoneal carcinomatosis of gastric cancer incl. adenocarcinoma of the esophagogastreal junction,Germany - BfArM,Completed,"Klinik für Chirurgie, Charité Campus Virchow-Klinikum",Non-Commercial,Germany,Deutsche Krebshilfe,2011-02-14,1
2006-005710-12,Evaluation of the effect of NICOtinic acid (niacin) on elevated Lipoprotein(a) levels (NICOLa Study),Germany - BfArM,Prematurely Ended,Charité Universitätsmedizin Berlin,Non-Commercial,Germany,NA,2007-06-18,1
2006-005262-39,Flupirtin as Oral Treatment in MS,Germany - BfArM,Completed,Charité-Universitätsmedizin Berlin,Non-Commercial,Germany,NA,2007-03-09,1
2006-004891-10,Future strategies for vocational rehabilitation schizophrenia,Germany - BfArM,Prematurely Ended,Charité - Universitätsmedizin Berlin,Non-Commercial,Germany,NA,2006-11-22,1
2006-004860-29,D-Cycloserine supported exposure in panic disorder,Germany - BfArM,Completed,Charité- Universitätsmedizin Berlin,Non-Commercial,Germany,NA,2006-12-07,1
2006-004628-34,"Topotecan plus Carboplatin im Vergleich zur Standardtherapie (Paclitaxel plus Carboplatin oder Gemcitabin plus Carboplatin oder pegyliertes liposomales Doxorubicin plus Carboplatin) in der Therapie von Patientinnen mit Platin-sensitivem rezidivierten epithelialen Ovarialkarzinom, Peritonealkarzinom oder Tubenkarzinom",Germany - BfArM,Completed,Charité - Universitätsmedizin Berlin,Non-Commercial,Germany,NA,2006-12-15,1
2006-004628-34,"Topotecan plus Carboplatin im Vergleich zur Standardtherapie (Paclitaxel plus Carboplatin oder Gemcitabin plus Carboplatin) in der Therapie von Patientinnen mit Platin-sensitivem rezidivierten epithelialen Ovarialkarzinom, Peritonealkarzinom oder Tubenkarzinom",Austria - BASG,Completed,Charité - Universitätsmedizin Berlin,Non-Commercial,Germany,NA,2007-12-04,2
2006-004290-97,"A Single-Centre, Open Label Study of the Safety and Tolerability of Rilonacept in Subjects Living in Germany with Muckle-Wells Syndrome (MWS), a Cryopyrin-Associated Periodic Syndrome, or Schnitzler’s Syndrome (SchS).",Germany - PEI,Completed,"Charité Universitätsmedizin Berlin, Department of Dermatology and Allergy",Non-Commercial,Germany,NA,2006-10-17,1
2006-004162-13,"Randomized, double-blind, placebo-controlled phase II pilot study of the impact of mesalazine enemas on the mucosal gut flora in patients with inflammatory bowel disease",Germany - BfArM,Prematurely Ended,"Charité Universitätsmedizin, Campus Charité Mitte",Non-Commercial,Germany,NA,2006-10-06,1
2006-003999-35,Efficacy and safety of levetiracetam in prevention of alcohol relapse in recently detoxified alcohol dependent patients,Germany - BfArM,Completed,"Charité Campus Mitte, Klinik für Psychiatrie und Psychotherapie",Non-Commercial,Germany,NA,2006-10-10,1
2006-003686-13,"An exploratory phase III, randomised, double blind, therapeutic single dose-related effect, parallel group study to assess and compare the effects of 5mg vs. 20mg Desloratadine on skin lesions in patients with chronic urticaria (CU).",Germany - BfArM,Completed,"Allergie-Centrum-Charite, Department of Dermatology, Charite - Universitätsmedizin Berlin",Non-Commercial,Germany,NA,2007-03-29,1
2006-003470-10,Randomised Phase II study with non-pegylated liposomal Doxorubicin (Myocet) plus Ifosfamid versus Doxorubicin plus Ifosfamid in the first-line treatment of locally advanced or metastatic soft tissue carcinoma.,Germany - BfArM,Completed,"Charité Universitätsmedizin Berlin, Campus Benjamin Franklin",Non-Commercial,Germany,NA,2007-03-06,1
2006-003146-41,A CONTROLLED RANDOMIZED DOUBLE-BLIND MULTICENTER STUDY COMPARING TWO THERAPY STRATEGIES IN DMARD-NAIVE EARLY RHEUMATOID ARTHRITIS PATIENTS OVER 48 WEEKS: INDUCTION THERAPY WITH ADALIMUMAB AND METHOTREXATE OVER 24 WEEKS FOLLOWED BY METHOTREXATE MONOTHERAPY UP TO WEEK 48 VS. METHOTREXATE MONOTHERAPY,Germany - PEI,Completed,Charité-Universitätsmedizin Berlin; Department of Rheumatology and Clinical Immunology,Non-Commercial,Germany,NA,2006-11-23,1
2006-002306-64,Open label clinical trial with Rituximab (MabThera ®) in Ankylosing Spondylitis - Extension of open label trial: Re-Treatment of patients who have shown response to first course of Rituximab,Germany - PEI,Completed,Charité Universitaetsmedizin,Non-Commercial,Germany,NA,2006-10-04,1
2006-001528-38,Prevention of skin cancer in high risk patients after conversion a to Sirolimus-based immunosuppressive,Germany - BfArM,Completed,Charité Universitätsmedizin Berlin,Non-Commercial,Germany,NA,2006-10-17,1
2006-000815-24,A randomized study of topical 3% Diclofenac in a 2.5% Hyaluronate base (Solaraze® 3% Gel) versus topical 5% 5-Fluorouracil (Efudix® Cream) versus liquid nitrogen spray cryotherapy in immunosufficient patients with actinic keratoses – a single center study,Germany - BfArM,Prematurely Ended,Charité,Non-Commercial,Germany,NA,2006-05-16,1
2005-006133-32,"An exploratory phase IV, randomised, double-blind, placebo controlled crossover study to assess and compare the effects of 5 mg vs. 20 mg Desloratadine on the development of experimentally induced urticaria lesions",Germany - BfArM,Completed,Allergie-Centrum-Charité,Non-Commercial,Germany,NA,2006-06-28,1
2005-005021-60,"Monozentrische, randomisierte, einfach verblindete, Placebo kontrollierte Studie im Cross over Design zur Untersuchung der Wirkung von Telmisartan (Kinzalmono 80 mg) auf Blutdruck und Endothelfunktion bei Patienten unter Hämodialysebehandlung.",Germany - BfArM,Completed,Prof. Dr. R. Kreutz Leiter der Abteilung Klinische Pharmakologie der Charite Berlin,Non-Commercial,Germany,NA,2006-12-05,1
2005-005017-38,Efficacy of cetuximab in combination with docetaxel for the treatment of relapsed head and neck carcinoma: A clinical phase II trial,Germany - PEI,Completed,"Charité Berlin, CBF",Non-Commercial,Germany,NA,2006-06-21,1
2005-003714-15,Mechanismen der Glukagon-induzierten Stimulation des Wachstumshormons; die Rolle des Glukagons in der Ghrelin-Regulation,Germany - BfArM,Completed,"Charite CBF, Endokrinologie",Non-Commercial,Germany,NA,2005-09-28,1
2005-003648-70,"Randomised, double-blinded phase IIIb study to optimise antiviral therapy response of a standard therapy consisting of peginterferon-alfa-2a and ribavirin plus the additional use of bezafibrat 400 mg/d in untreated patients with chronic hepatits C typ 1.",Germany - BfArM,Prematurely Ended,Charité Universitätsmedizin Berlin,Non-Commercial,Germany,NA,2007-02-20,1
2005-003617-33,A Randomised Cross-Over Study to Explore the Pathophysiological Mechanisms Involved in the Treatment of Actinic Keratoses with Solaraze,Germany - BfArM,Completed,Charité,Non-Commercial,Germany,NA,2006-05-22,1
2005-003488-22,Regulation des Antidiuretisches Hormons (ADH) und der antidiuretischen Wirkung unter Glucocorticoid - Therapie,Germany - BfArM,Completed,"Charité CBF, Endokrinologie",Non-Commercial,Germany,NA,2006-05-22,1
2005-003195-38,Randomized double-blind placebo-controlled and parallel group study to evaluate the impact of one year therapy with monthly oral ibandronate 150 mg on structural properties of bone in postmenopausal osteoporosis without vertebral fractures,Germany - BfArM,Completed,Center for Muscle and Bone Research of the Charité Universitaetsmedizin Berlin,Non-Commercial,Germany,NA,2005-09-12,1
2005-002582-37,"Characterization of protective effects of a piperidine derivative (DPMP, 4-diphenylmethoxy-1 [3-(4-ter-butylbenzoyl)-propyl] piperidine) on cognitive impairment in urticaria patients",Germany - BfArM,Completed,Allergie-Centrum-Charité Universitätsmedizin Berlin,Non-Commercial,Germany,NA,2005-10-28,1
2005-002475-32,"Pilotstudy about endocrinilogical, peripherphysilogical and painreducing effects of Gamma-hydroxybutyrate in combination with operant-behaviour-therapeutic paintherapy with patients in Fibromyalgia-Syndrome",Germany - BfArM,Prematurely Ended,Charitè Universitätmeditin Berlin,Non-Commercial,Germany,NA,2006-05-16,1
2005-002320-34,Randomized controlled 12 months trial with etanercept (enbrel ®) vs. sulfasalazine followed by an open-label extension with etanercept up to week 540 in early axial spondyloarthritis with focus on improvement of acute inflammatory lesions as detected by MRI (ESTHER),Germany - BfArM,Completed,Charité Universitätsmedizin Berlin,Non-Commercial,Germany,Pfizer Germany,2006-05-16,1
2005-001907-21,"A randomised, double-blinded, multicenter, parallel group study comparing a remifentanil-regimen with a fentanyl-regimen for analgesia in mechanically ventilated patients",Germany - BfArM,Prematurely Ended,"Klinik für Anästhesiologie und operative Intensivmedizin, Charité – Universitätsmedizin Berlin",Non-Commercial,Germany,NA,2005-06-24,1
2005-001602-76,Phase III clinical trial comparing treatments of hormone-refractory prostate cancer (HRPC) with Docetaxel: continuous treatment vs. intermittent repetition of treatment after progression.,Germany - BfArM,Completed,Charité - Universitätsmedizin Berlin,Non-Commercial,Germany,NA,2006-01-09,1
2005-001559-39,Randomisierte Phase II Studie zum Vergleich einer wöchentlichen Topotecangabe mit der Topotecangabe an fünf aufeinander folgenden Tagen bei Patientinnen mit platinresistentem rezidiviertem epithelialem Ovarialkarzinom und Peritonealkarzinom,Germany - BfArM,Completed,Charité-Campus Mitte und Campus Virchow-Klinikum,Non-Commercial,Germany,NA,2006-06-02,1
2005-001486-33,Efficacy and safety of levetiracetam in the inpatient treatment of alcohol withdrawal syndrome [Sicherheit und Wirksamkeit von Levetiracetam (Keppra) für die Behandlung des stationären Alkoholentzugsyndroms],Germany - BfArM,Completed,"Charité Campus Mitte, Klinik für Psychiatrie und Psychotherapie",Non-Commercial,Germany,NA,2005-06-15,1
2005-001456-20,„Pilotstudie zum Einfluss selektiver neurogener Blockaden auf die perioperative Immunreaktion bei Lungen-resezierten Patienten.“,Germany - BfArM,Completed,Charité - Universitätsmedizin Berlin,Non-Commercial,Germany,NA,2005-11-22,1
2004-005172-17,Renal haemodynamics during application of contrast media in patients undergoing cardiac catheterisation with high risk of acute renal failure: randomized comparison of different contrast media,Germany - BfArM,Completed,"Charité/Campus Virchow-Klinikum, Medizinische Klinik m. S. Kardiologie",Non-Commercial,Germany,NA,2006-05-22,1
2004-004352-40,Einfluss einer präoperativen Vakzinierung auf das Immunsystem und die postoperative Infektionsrate,Germany - PEI,Completed,"Kliniken für Anästhesiologie und op. Intensivmedizin, Charité – Universitätsmedizin Berlin, CVK/CCM",Non-Commercial,Germany,NA,2004-11-30,1
2004-003816-47,Clinical pilot study on the effect of Metformin in adipose children and adolescents with insulin-resistance,Germany - BfArM,Completed,"Pädiatrische Endokrinologie, Universitätsmedizin Berlin, Charité",Non-Commercial,Germany,NA,2005-10-19,1
2004-000957-47,Comparison of Bisoprolol and Carvedilol in elderly patients with heart failure. A randomised doubleblind multicenter trial,Slovenia - JAZMP,Completed,Charité,Non-Commercial,Germany,NA,2007-11-08,1
2021-006176-16,Definition of neuroimaging and laboratory biomarkers as possible predictors for treatment response to Galcanezumab in high-frequency episodic migraine (PREDICT),Germany - PEI,Ongoing,Charité - Universitätsmedizin Berlin,Non-Commercial,Germany,Lilly Deutschland GmbH,2022-04-04,1
2021-006031-25,Treatment of patients with Lichen planus with the JAK-Inhibitor Upadacitinib (Rinvoq®) – a mono-centered double-blinded placebo controlled randomized pilot study (investigator-initiated trial),Germany - BfArM,Ongoing,Charité - Universitätsmedizin Berlin,Non-Commercial,Germany,Abbvie,2022-04-05,1
2021-002245-15,A low-interventional study to investigate the efficacy and safety of SARS-CoV-2 vaccines in patients with rheumatic diseases.,Germany - PEI,Ongoing,Charité - Universitätsmedizin Berlin,Non-Commercial,Germany,Charité - Universitätsmedizin Berlin,2021-04-30,1
2021-001512-28,Immunogenicity of COVID-19 vaccines in medical staff and special risk populations,Germany - PEI,Completed,Charité - Universitätsmedizin Berlin,Non-Commercial,Germany,BMBF,2021-04-13,1
2021-000962-14,"A Monocenter, Open Label Study to Evaluate the Safety and Efficacy of Daratumumab in Combination with Standard Background Therapy in Participants with Moderate to Severe Systemic Lupus Erythematosus",Germany - PEI,Ongoing,Charité - Universitätsmedizin Berlin,Non-Commercial,Germany,JANSSEN-CILAG GmbH,2021-04-19,1
2021-000613-16,"CCR1 antagonist treatment in patients hospitalized with COVID-19 A multi-centric, randomized, double-blind, and placebo-controlled clinical phase II trial",Germany - BfArM,Prematurely Ended,Charité – Universitätsmedizin Berlin,Non-Commercial,Germany,Bayer AG,2021-09-08,1
2021-000319-21,Treating Nightmares in Posttraumatic Stress Disorder with the α-adrenergic Agents Clonidine and Doxazosin: A Randomized-Controlled Feasibility Study (ClonDoTrial),Germany - BfArM,Ongoing,Charité – Universitätsmedizin Berlin,Non-Commercial,Germany,Federal Ministry of Education and Research (BMBF),2021-07-01,1
2020-006144-18,"Post-resection/ablation chemotherapy in patients with metastatic colorectal cancer (FIRE-9 - PORT / AIO-KRK-0418) Prospective, randomized, open, multicenter Phase III trial to investigate the efficacy of active post-resection/ablation therapy in patients with metastatic colorectal cancer",Germany - BfArM,Ongoing,Charité Universitätsmedizin Berlin,Non-Commercial,Germany,DFG - Deutsche Forschungsgemeinschaft e.V.,2021-04-29,1
2020-004399-16,"Efficacy of erenumab in chronic cluster headache: A 10-week double-blind, randomized, placebo-controlled, multicentric trial",Germany - PEI,Ongoing,Charité - Universitätsmedizin Berlin,Non-Commercial,Germany,Novartis Pharma GmbH,2021-02-23,1
2020-004102-63,"AN OPEN LABEL, PHASE I/II STUDY TO INVESTIGATE THE USE OF VORAXAZE™ AS INTENDED INTERVENTION IN PATIENTS WITH CENTRAL NERVOUS SYSTEM LYMPHOMA AND WITH IMPAIRED RENAL FUNCTION BEING TREATED WITH HIGH-DOSE METHOTREXATE",Germany - BfArM,Ongoing,Charité Universitätsmedizin Berlin,Non-Commercial,Germany,Charité Universitätsmedizin Berlin,2020-11-12,1
2020-001493-29,Charité trial of Cenicriviroc (CVC) treatment for COVID-19 patients,Germany - BfArM,Prematurely Ended,Charité - Universitaetsmedizin Berlin,Non-Commercial,Germany,Charité - Universitaetsmedizin Berlin,2020-04-14,1
2019-004223-20,"Prospective, randomized, open, multicenter Phase II trial to investigate the efficacy of trifluridine/tipiracil plus panitumumab versus trifluridine/tipiracil plus bevacizumab as first-line treatment of metastatic colorectal cancer: FIRE 8; AIO-KRK/YMO-0519",Germany - BfArM,Ongoing,Charité Universitätsmedizin Berlin,Non-Commercial,Germany,Servier,2021-03-30,1
2019-001235-31,Factor XII-associated cold autoinflammatory syndrome (FACAS) linked to kallikrein-kinin pathology: Proof of concept treatment with Lanadelumab (DX-2930),Germany - PEI,Ongoing,Charité – Universitätsmedizin Berlin,Non-Commercial,Germany,Shire International GmbH,2019-11-11,1
2018-004254-22,"Efficacy of Tofacitinib in Reduction of Inflammation Detected on MRI in Patients with Psoriatic ArthritiS PresenTing with Axial InvOlvement - a Randomized, Double-Blind, Placebo-Controlled, Multicenter Trial (PASTOR)",Germany - BfArM,Ongoing,Charite University,Non-Commercial,Germany,"Pfizer Pharma GmbH, unrestricted grant",2019-06-25,1
2018-004136-30,"An Open-Label, Pilot Study to assess the effect of Lanadelumab on the clinical signs and symptoms of Hereditary angioedema with normal C1-inhibitor",Germany - PEI,Ongoing,Charité - Universitätsmedizin Berlin Klinik für Dermatologie und Allergologie,Non-Commercial,Germany,Shire International GmbH,2019-03-14,1
2018-002947-27,"Simvastatin add-on to Escitalopram in patients with comorbid obesity and major depression: A multicenter, randomized, double-blind, placebo-controlled trial",Germany - BfArM,Ongoing,Charité – Universitätsmedizin Berlin,Non-Commercial,Germany,Charité – Universitätsmedizin Berlin,2019-03-07,1
2018-002938-20,Avelumab + Paclitaxel/ Ramucirumab as second line treatment in gastro-esophageal adenocarcinoma: a phase II trial of the AIO,Germany - PEI,Completed,Charite - Universitätsmedizin Berlin,Non-Commercial,Germany,Merck KGaA,2018-12-03,1
2018-000492-32,"Effects of antibiotics on micobiota, pulmonary immune response and incidence of ventilator-associated infections",Germany - BfArM,Prematurely Ended,Charité-Universitätsmedizin Berlin,Non-Commercial,Germany,Deutsche Forschungsgemeinschaft,2018-09-19,1
2017-005151-83,INDUCTION AND MAINTENANCE OF MUCOSAL HEALING IN CROHN’S DISEASE WITH USTEKINUMAB IN CLINICAL PRACTICE,Germany - PEI,Completed,Charité Universitätsmedizin Berlin,Non-Commercial,Germany,Janssen-Cilag GmbH,2018-07-09,1
2017-004149-26,Effect of Metformin and Empagliflozin in insulin resistant patients with heart failure with reduced ejection fraction,Germany - BfArM,Ongoing,Charité Universitätsmedizin Berlin,Non-Commercial,Germany,DZHK,2018-03-21,1
2017-003813-24,"A phase I/IIa, prospective, mono-center, randomized, open labeled, controlled study to assess the safety and efficacy of applying Iloprost locally in the fracture site to promote bone healing in patients with proximal humeral fracture",Germany - BfArM,Ongoing,Charité-Universitätsmedizin Berlin,Non-Commercial,Germany,BMBF,2018-05-02,1
2017-002124-24,Oral Propranolol for prevention of threshold retinopathy of prematurity,Germany - BfArM,Restarted,Universität Zürich,Non-Commercial,Switzerland,DFG and BMBF (BMBF/ DLR Projektträger),2017-09-25,1
2017-001262-25,"A randomized, double-blind, placebo-controlled, proof-of-concept, multicenter, 16-week treatment study with a 16 week follow-up period to assess the exploratory efficacy and safety of Dupilumab (anti-IL4Ra) in adult patients with cholinergic urticaria despite H1-antihistamine treatment.",Germany - PEI,Ongoing,Charité - Universitätsmedizin Berlin,Non-Commercial,Germany,Sanofi-Aventis Deutschland GmbH,2018-08-06,1
2017-000697-11,"SPIRonolactone In the Treatment of Heart Failure - A double-blind, randomized, placebo-controlled, parallel group, interventional phase III study to evaluate the efficacy and safety of spironolactone compared to placebo on the composite endpoint of recurrent heart failure hospitalizations and cardiovascular death in patients with heart failure with mid- range or preserved ejection fraction",Germany - BfArM,Ongoing,Charité Universitätsmedizin Berlin,Non-Commercial,Germany,DZHK - Deutsches Zentrum für Herz-Kreislauf-Forschung,2017-12-08,1
2017-000697-11,"SPIRonolactone In the Treatment of Heart Failure - A double-blind, randomized, placebo-controlled, parallel group, interventional phase III study to evaluate the efficacy and safety of spironolactone compared to placebo on the composite endpoint of recurrent heart failure hospitalizations and cardiovascular death in patients with heart failure with mid- range or preserved ejection fraction",Austria - BASG,Ongoing,Charité Universitätsmedizin Berlin,Non-Commercial,Germany,DZHK - Deutsches Zentrum für Herz-Kreislauf-Forschung,2019-06-04,2
2017-000697-11,"SPIRonolactone In the Treatment of Heart Failure - A double-blind, randomized, placebo-controlled, parallel group, interventional phase III study to evaluate the efficacy and safety of spironolactone compared to placebo on the composite endpoint of recurrent heart failure hospitalizations and cardiovascular death in patients with heart failure with mid- range or preserved ejection fraction",France - ANSM,Ongoing,Charité Universitätsmedizin Berlin,Non-Commercial,Germany,DZHK - Deutsches Zentrum für Herz-Kreislauf-Forschung,2019-08-01,3
2017-000058-21,Left atrial appendage CLOSURE in patients with Atrial Fibrillation at high risk of stroke and bleeding compared to medical therapy: a prospective randomized clinical trial,Germany - BfArM,Restarted,"Charité – Universitätsmedizin Berlin, Campus Benjamin Franklin",Non-Commercial,Germany,Deutsches Zentrum für Herz-Kreislauf-Forschung e.V.,2017-08-28,1
2016-003802-14,Skin penetration of anti-inflammatory compounds in lesional compared to non-lesional skin of psoriasis patients,Germany - BfArM,Prematurely Ended,Charité - Universitätsmedizin Berlin,Non-Commercial,Germany,Charité - Universitätsmedizin Berlin,2016-10-14,1
2016-003175-22,Two-arm randomized phase II trial to assess the feasibility and efficacy of a treatment with Durvalumab a PDL1-Inhibitor plus Tremelimumab a CTLA-4- Inhibitor in combination with radiotherapy and a treatment with Durvalumab in combination with radiotherapy as first-line therapy for patients with non-resectable locally advanced HPV negative HNSCC- A COMPARISON WITH A HISTORICAL CONTROL GROUP-- DuTRe-raD,Germany - PEI,Ongoing,Charite Universitätsmedizin Berlin,Non-Commercial,Germany,Charité Comprehensive Cancer Center,2017-11-13,1
2015-005757-12,"Effect of IV iron (ferric carboxymaltose, Ferinject) on exercise tolerance, symptoms and quality of life in patients with heart failure with preserved ejection fraction (HFpEF) and iron deficiency with and without anaemia",Germany - BfArM,Prematurely Ended,Charité – Universitätsmedizin Berlin,Non-Commercial,Germany,Vifor Pharma,2017-05-02,1
2015-004172-30,"Prevention of paclitaxel-related neurological side effects with lithium – a randomized, double-blind, placebo-controlled, explorative proof-of-concept phase II clinical trial to counteract chemotherapy induced neurotoxicity",Germany - BfArM,Ongoing,Charité – Universitätsmedizin Berlin,Non-Commercial,Germany,Charité – Universitätsmedizin Berlin,2021-04-16,1
