euctr_id,other_id,field,provenance
2010-022660-12,NA,other,protocol
2010-022660-12,NA,US NCT number,results
2010-022660-12,NA,ISRCTN number,results
2012-005698-30,NA,US NCT number,protocol
2012-005698-30,NA,other,protocol
2012-005698-30,NA,US NCT number,results
2012-005698-30,NA,ISRCTN number,results
2006-006573-24,NA,US NCT number,protocol
2006-006573-24,NA,other,protocol
2006-006573-24,NA,US NCT number,results
2006-006573-24,NA,ISRCTN number,results
2015-001820-51,NA,US NCT number,protocol
2015-001820-51,NA,other,protocol
2015-001820-51,NCT02803177,US NCT number,results
2015-001820-51,NA,ISRCTN number,results
2011-000843-26,NA,US NCT number,protocol
2011-000843-26,NA,other,protocol
2011-000843-26,NA,US NCT number,results
2011-000843-26,NA,ISRCTN number,results
2006-003122-28,NA,US NCT number,protocol
2006-003122-28,NA,other,protocol
2006-003122-28,NA,US NCT number,results
2006-003122-28,NA,ISRCTN number,results
2005-000490-21,NA,US NCT number,protocol
2005-000490-21,NA,other,protocol
2005-000490-21,NA,US NCT number,results
2005-000490-21,NA,ISRCTN number,results
2014-001882-28,NA,US NCT number,protocol
2014-001882-28,NA,other,protocol
2014-001882-28,NCT02290613,US NCT number,results
2014-001882-28,NA,ISRCTN number,results
2009-009916-33,NA,US NCT number,protocol
2009-009916-33,NA,other,protocol
2009-009916-33,NCT00867672,US NCT number,results
2009-009916-33,NA,ISRCTN number,results
2004-004956-38,NA,US NCT number,protocol
2004-004956-38,NA,other,protocol
2004-004956-38,NA,US NCT number,results
2004-004956-38,NA,ISRCTN number,results
2007-000155-34,NA,US NCT number,protocol
2007-000155-34,NA,other,protocol
2007-000155-34,NCT00690898,US NCT number,results
2007-000155-34,NA,ISRCTN number,results
2009-011881-27,NA,US NCT number,protocol
2009-011881-27,NA,other,protocol
2009-011881-27,NA,US NCT number,results
2009-011881-27,NA,ISRCTN number,results
2010-024613-31,NA,US NCT number,protocol
2010-024613-31,NA,other,protocol
2010-024613-31,NA,US NCT number,results
2010-024613-31,NA,ISRCTN number,results
2009-017458-11,NA,US NCT number,protocol
2009-017458-11,NA,other,protocol
2009-017458-11,NA,US NCT number,results
2009-017458-11,NA,ISRCTN number,results
2007-001094-29,NA,US NCT number,protocol
2007-001094-29,NA,other,protocol
2007-001094-29,NCT00670878,US NCT number,results
2007-001094-29,NA,ISRCTN number,results
2011-002687-25,NA,US NCT number,protocol
2011-002687-25,NA,other,protocol
2011-002687-25,NA,US NCT number,results
2011-002687-25,NA,ISRCTN number,results
2010-021777-37,NA,US NCT number,protocol
2010-021777-37,NA,other,protocol
2010-021777-37,NA,US NCT number,results
2010-021777-37,NA,ISRCTN number,results
2004-005244-28,NA,US NCT number,protocol
2004-005244-28,NA,other,protocol
2004-005244-28,NA,US NCT number,results
2004-005244-28,NA,ISRCTN number,results
2014-005440-17,NA,US NCT number,protocol
2014-005440-17,NA,other,protocol
2014-005440-17,NCT02820519,US NCT number,results
2014-005440-17,NA,ISRCTN number,results
2004-003701-24,NA,US NCT number,protocol
2004-003701-24,NA,other,protocol
2004-003701-24,NA,US NCT number,results
2004-003701-24,NA,ISRCTN number,results
2004-001746-32,NA,US NCT number,protocol
2004-001746-32,NA,other,protocol
2004-001746-32,NA,US NCT number,results
2004-001746-32,NA,ISRCTN number,results
2004-000149-39,NA,US NCT number,protocol
2004-000149-39,NA,other,protocol
2004-000149-39,NA,US NCT number,results
2004-000149-39,NA,ISRCTN number,results
2004-005234-39,NA,US NCT number,protocol
2004-005234-39,NA,other,protocol
2004-005234-39,NA,US NCT number,results
2004-005234-39,NA,ISRCTN number,results
2007-001831-73,NA,US NCT number,protocol
2007-001831-73,NA,other,protocol
2007-001831-73,NA,US NCT number,results
2007-001831-73,NA,ISRCTN number,results
2004-004184-29,NA,US NCT number,protocol
2004-004184-29,NA,other,protocol
2004-004184-29,NA,US NCT number,results
2004-004184-29,NA,ISRCTN number,results
2005-004230-40,NA,US NCT number,protocol
2005-004230-40,old study number 3160A4-200-WW,other,protocol
2005-004230-40,NCT00261846,US NCT number,results
2005-004230-40,NA,ISRCTN number,results
2004-000592-33,NA,US NCT number,protocol
2004-000592-33,NA,other,protocol
2004-000592-33,NA,US NCT number,results
2004-000592-33,NA,ISRCTN number,results
2005-003018-14,NA,US NCT number,protocol
2005-003018-14,NA,other,protocol
2005-003018-14,NA,US NCT number,results
2005-003018-14,NA,ISRCTN number,results
2005-000968-33,NA,US NCT number,protocol
2005-000968-33,NA,other,protocol
2005-000968-33,NA,US NCT number,results
2005-000968-33,NA,ISRCTN number,results
2005-006178-86,NA,US NCT number,protocol
2005-006178-86,NA,other,protocol
2005-006178-86,NA,US NCT number,results
2005-006178-86,NA,ISRCTN number,results
2005-001113-18,NA,US NCT number,protocol
2005-001113-18,NA,other,protocol
2005-001113-18,NA,US NCT number,results
2005-001113-18,NA,ISRCTN number,results
2008-001043-19,NA,US NCT number,protocol
2008-001043-19,NA,other,protocol
2008-001043-19,NA,US NCT number,results
2008-001043-19,NA,ISRCTN number,results
2005-001967-70,NA,US NCT number,protocol
2005-001967-70,NA,other,protocol
2005-001967-70,NCT00319020,US NCT number,results
2005-001967-70,NA,ISRCTN number,results
2006-001464-23,NA,US NCT number,protocol
2006-001464-23,NA,other,protocol
2006-001464-23,NCT00323297,US NCT number,results
2006-001464-23,NA,ISRCTN number,results
2005-005709-50,NA,US NCT number,protocol
2005-005709-50,NA,other,protocol
2005-005709-50,NA,US NCT number,results
2005-005709-50,NA,ISRCTN number,results
2006-000445-19,NA,US NCT number,protocol
2006-000445-19,NA,other,protocol
2006-000445-19,NCT00334594,US NCT number,results
2006-000445-19,NA,ISRCTN number,results
2006-001732-53,NA,US NCT number,protocol
2006-001732-53,NA,other,protocol
2006-001732-53,NA,US NCT number,results
2006-001732-53,NA,ISRCTN number,results
2005-004840-30,NA,US NCT number,protocol
2005-004840-30,NA,other,protocol
2005-004840-30,NA,US NCT number,results
2005-004840-30,NA,ISRCTN number,results
2006-000358-38,NA,US NCT number,protocol
2006-000358-38,NA,other,protocol
2006-000358-38,NA,US NCT number,results
2006-000358-38,NA,ISRCTN number,results
2009-017454-12,NCT00359424,US NCT number,protocol
2009-017454-12,NA,other,protocol
2009-017454-12,NA,US NCT number,results
2009-017454-12,NA,ISRCTN number,results
2005-004067-30,NA,US NCT number,protocol
2005-004067-30,NA,other,protocol
2005-004067-30,NA,US NCT number,results
2005-004067-30,NA,ISRCTN number,results
2005-005966-35,NA,US NCT number,protocol
2005-005966-35,NA,other,protocol
2005-005966-35,NA,US NCT number,results
2005-005966-35,NA,ISRCTN number,results
2005-001747-29,NA,US NCT number,protocol
2005-001747-29,NA,other,protocol
2005-001747-29,NCT00373425,US NCT number,results
2005-001747-29,NA,ISRCTN number,results
2006-000176-32,NA,US NCT number,protocol
2006-000176-32,NA,other,protocol
2006-000176-32,NA,US NCT number,results
2006-000176-32,NA,ISRCTN number,results
2006-003834-14,NA,US NCT number,protocol
2006-003834-14,NA,other,protocol
2006-003834-14,NA,US NCT number,results
2006-003834-14,NA,ISRCTN number,results
2005-005168-94,NA,US NCT number,protocol
2005-005168-94,NA,other,protocol
2005-005168-94,NA,US NCT number,results
2005-005168-94,NA,ISRCTN number,results
2006-001984-53,NA,US NCT number,protocol
2006-001984-53,NA,other,protocol
2006-001984-53,NA,US NCT number,results
2006-001984-53,NA,ISRCTN number,results
2006-001865-41,NA,US NCT number,protocol
2006-001865-41,NA,other,protocol
2006-001865-41,NCT00405756,US NCT number,results
2006-001865-41,NA,ISRCTN number,results
2006-003868-59,NCT00412893,US NCT number,protocol
2006-003868-59,NA,other,protocol
2006-003868-59,NA,US NCT number,results
2006-003868-59,NA,ISRCTN number,results
2006-002801-30,NA,US NCT number,protocol
2006-002801-30,NA,other,protocol
2006-002801-30,NCT00418574,US NCT number,results
2006-002801-30,NA,ISRCTN number,results
2006-001040-31,NA,US NCT number,protocol
2006-001040-31,NA,other,protocol
2006-001040-31,NA,US NCT number,results
2006-001040-31,NA,ISRCTN number,results
2005-003587-34,NA,US NCT number,protocol
2005-003587-34,NA,other,protocol
2005-003587-34,NA,US NCT number,results
2005-003587-34,NA,ISRCTN number,results
2006-001097-24,NA,US NCT number,protocol
2006-001097-24,NA,other,protocol
2006-001097-24,NCT00425425,US NCT number,results
2006-001097-24,NA,ISRCTN number,results
2006-004306-50,NA,US NCT number,protocol
2006-004306-50,NA,other,protocol
2006-004306-50,NCT00426660,US NCT number,results
2006-004306-50,NA,ISRCTN number,results
2006-002768-24,NA,US NCT number,protocol
2006-002768-24,NA,other,protocol
2006-002768-24,NA,US NCT number,results
2006-002768-24,NA,ISRCTN number,results
2006-000995-33,NCT00433459,US NCT number,protocol
2006-000995-33,NA,other,protocol
2006-000995-33,NA,US NCT number,results
2006-000995-33,NA,ISRCTN number,results
2006-003667-31,NA,US NCT number,protocol
2006-003667-31,NA,other,protocol
2006-003667-31,NA,US NCT number,results
2006-003667-31,NA,ISRCTN number,results
2006-002056-14,NA,US NCT number,protocol
2006-002056-14,NA,other,protocol
2006-002056-14,NA,US NCT number,results
2006-002056-14,NA,ISRCTN number,results
2006-006913-34,NA,US NCT number,protocol
2006-006913-34,NA,other,protocol
2006-006913-34,NA,US NCT number,results
2006-006913-34,NA,ISRCTN number,results
2006-004350-25,NA,US NCT number,protocol
2006-004350-25,NA,other,protocol
2006-004350-25,NA,US NCT number,results
2006-004350-25,NA,ISRCTN number,results
2006-002727-16,NA,US NCT number,protocol
2006-002727-16,NA,other,protocol
2006-002727-16,NA,US NCT number,results
2006-002727-16,NA,ISRCTN number,results
2006-006030-17,NA,US NCT number,protocol
2006-006030-17,NA,other,protocol
2006-006030-17,NA,US NCT number,results
2006-006030-17,NA,ISRCTN number,results
2006-006233-40,NA,US NCT number,protocol
2006-006233-40,NA,other,protocol
2006-006233-40,NA,US NCT number,results
2006-006233-40,NA,ISRCTN number,results
2006-001212-72,NA,US NCT number,protocol
2006-001212-72,NA,other,protocol
2006-001212-72,NA,US NCT number,results
2006-001212-72,NA,ISRCTN number,results
2007-001335-54,NA,US NCT number,protocol
2007-001335-54,NA,other,protocol
2007-001335-54,NA,US NCT number,results
2007-001335-54,NA,ISRCTN number,results
2006-005342-36,NA,US NCT number,protocol
2006-005342-36,NA,other,protocol
2006-005342-36,NA,US NCT number,results
2006-005342-36,NA,ISRCTN number,results
2006-006166-42,NA,US NCT number,protocol
2006-006166-42,NA,other,protocol
2006-006166-42,NA,US NCT number,results
2006-006166-42,NA,ISRCTN number,results
2006-006370-25,NA,US NCT number,protocol
2006-006370-25,NA,other,protocol
2006-006370-25,NA,US NCT number,results
2006-006370-25,NA,ISRCTN number,results
2006-006323-39,NA,US NCT number,protocol
2006-006323-39,NA,other,protocol
2006-006323-39,NA,US NCT number,results
2006-006323-39,NA,ISRCTN number,results
2007-001161-14,NA,US NCT number,protocol
2007-001161-14,NA,other,protocol
2007-001161-14,NA,US NCT number,results
2007-001161-14,NA,ISRCTN number,results
2005-001938-32,NA,US NCT number,protocol
2005-001938-32,NA,other,protocol
2005-001938-32,NCT00530738,US NCT number,results
2005-001938-32,NA,ISRCTN number,results
2005-002822-78,NA,US NCT number,protocol
2005-002822-78,NA,other,protocol
2005-002822-78,NA,US NCT number,results
2005-002822-78,NA,ISRCTN number,results
2006-006984-21,NA,US NCT number,protocol
2006-006984-21,NA,other,protocol
2006-006984-21,NA,US NCT number,results
2006-006984-21,NA,ISRCTN number,results
2007-002142-37,NA,US NCT number,protocol
2007-002142-37,NA,other,protocol
2007-002142-37,NA,US NCT number,results
2007-002142-37,NA,ISRCTN number,results
2006-000934-11,NA,US NCT number,protocol
2006-000934-11,NA,other,protocol
2006-000934-11,NA,US NCT number,results
2006-000934-11,NA,ISRCTN number,results
2007-002532-28,NA,US NCT number,protocol
2007-002532-28,NA,other,protocol
2007-002532-28,NA,US NCT number,results
2007-002532-28,NA,ISRCTN number,results
2007-002841-19,NA,US NCT number,protocol
2007-002841-19,NA,other,protocol
2007-002841-19,NCT00545077,US NCT number,results
2007-002841-19,NA,ISRCTN number,results
2007-004896-20,NA,US NCT number,protocol
2007-004896-20,NA,other,protocol
2007-004896-20,NA,US NCT number,results
2007-004896-20,NA,ISRCTN number,results
2007-001162-32,NA,US NCT number,protocol
2007-001162-32,NA,other,protocol
2007-001162-32,NA,US NCT number,results
2007-001162-32,NA,ISRCTN number,results
2007-000124-41,NA,US NCT number,protocol
2007-000124-41,NA,other,protocol
2007-000124-41,NA,US NCT number,results
2007-000124-41,NA,ISRCTN number,results
2010-022515-20,NA,US NCT number,protocol
2010-022515-20,NA,other,protocol
2010-022515-20,NA,US NCT number,results
2010-022515-20,NA,ISRCTN number,results
2007-005891-15,NA,US NCT number,protocol
2007-005891-15,NA,other,protocol
2007-005891-15,NA,US NCT number,results
2007-005891-15,NA,ISRCTN number,results
2007-002765-12,NA,US NCT number,protocol
2007-002765-12,NA,other,protocol
2007-002765-12,NA,US NCT number,results
2007-002765-12,NA,ISRCTN number,results
2006-003567-31,NA,US NCT number,protocol
2006-003567-31,NA,other,protocol
2006-003567-31,NA,US NCT number,results
2006-003567-31,NA,ISRCTN number,results
2006-006520-19,NCT00560794,US NCT number,protocol
2006-006520-19,NA,other,protocol
2006-006520-19,NCT00560794,US NCT number,results
2006-006520-19,NA,ISRCTN number,results
2007-003461-41,NA,US NCT number,protocol
2007-003461-41,NA,other,protocol
2007-003461-41,NA,US NCT number,results
2007-003461-41,NA,ISRCTN number,results
2006-005834-19,NA,US NCT number,protocol
2006-005834-19,NA,other,protocol
2006-005834-19,NCT00567554,US NCT number,results
2006-005834-19,NA,ISRCTN number,results
2006-006390-24,NA,US NCT number,protocol
2006-006390-24,NA,other,protocol
2006-006390-24,NA,US NCT number,results
2006-006390-24,NA,ISRCTN number,results
2005-005393-73,NA,US NCT number,protocol
2005-005393-73,NA,other,protocol
2005-005393-73,NA,US NCT number,results
2005-005393-73,NA,ISRCTN number,results
2007-002663-26,NA,US NCT number,protocol
2007-002663-26,NA,other,protocol
2007-002663-26,NA,US NCT number,results
2007-002663-26,NA,ISRCTN number,results
2007-001424-12,NA,US NCT number,protocol
2007-001424-12,NA,other,protocol
2007-001424-12,NCT00570765,US NCT number,results
2007-001424-12,NA,ISRCTN number,results
2007-000224-41,NA,US NCT number,protocol
2007-000224-41,NA,other,protocol
2007-000224-41,NA,US NCT number,results
2007-000224-41,NA,ISRCTN number,results
2007-002015-38,NA,US NCT number,protocol
2007-002015-38,NA,other,protocol
2007-002015-38,NA,US NCT number,results
2007-002015-38,NA,ISRCTN number,results
2007-003780-50,NA,US NCT number,protocol
2007-003780-50,old study number 3160A4-3000-WW/SKI 3000,other,protocol
2007-003780-50,NCT00574873,US NCT number,results
2007-003780-50,NA,ISRCTN number,results
2007-003998-55,NA,US NCT number,protocol
2007-003998-55,NA,other,protocol
2007-003998-55,NA,US NCT number,results
2007-003998-55,NA,ISRCTN number,results
2007-002999-34,NA,US NCT number,protocol
2007-002999-34,NA,other,protocol
2007-002999-34,NA,US NCT number,results
2007-002999-34,NA,ISRCTN number,results
2005-000743-29,NA,US NCT number,protocol
2005-000743-29,NA,other,protocol
2005-000743-29,NA,US NCT number,results
2005-000743-29,NA,ISRCTN number,results
2007-005478-29,NA,US NCT number,protocol
2007-005478-29,NA,other,protocol
2007-005478-29,NCT00592553,US NCT number,results
2007-005478-29,NA,ISRCTN number,results
2006-003686-13,NA,US NCT number,protocol
2006-003686-13,NA,other,protocol
2006-003686-13,NA,US NCT number,results
2006-003686-13,NA,ISRCTN number,results
2007-002963-28,NA,US NCT number,protocol
2007-002963-28,NA,other,protocol
2007-002963-28,NA,US NCT number,results
2007-002963-28,NA,ISRCTN number,results
2007-003262-17,NA,US NCT number,protocol
2007-003262-17,NA,other,protocol
2007-003262-17,NA,US NCT number,results
2007-003262-17,NA,ISRCTN number,results
2007-001918-16,NA,US NCT number,protocol
2007-001918-16,NA,other,protocol
2007-001918-16,NA,US NCT number,results
2007-001918-16,NA,ISRCTN number,results
2006-005262-39,NA,US NCT number,protocol
2006-005262-39,NA,other,protocol
2006-005262-39,NA,US NCT number,results
2006-005262-39,NA,ISRCTN number,results
2007-003949-32,NA,US NCT number,protocol
2007-003949-32,NA,other,protocol
2007-003949-32,NCT00627523,US NCT number,results
2007-003949-32,NA,ISRCTN number,results
2007-002964-90,NA,US NCT number,protocol
2007-002964-90,NA,other,protocol
2007-002964-90,NA,US NCT number,results
2007-002964-90,NA,ISRCTN number,results
2007-003793-26,NA,US NCT number,protocol
2007-003793-26,NA,other,protocol
2007-003793-26,NCT00631371,US NCT number,results
2007-003793-26,NA,ISRCTN number,results
2006-005710-12,NA,US NCT number,protocol
2006-005710-12,NA,other,protocol
2006-005710-12,NA,US NCT number,results
2006-005710-12,NA,ISRCTN number,results
2007-003512-57,NA,US NCT number,protocol
2007-003512-57,NA,other,protocol
2007-003512-57,NA,US NCT number,results
2007-003512-57,NA,ISRCTN number,results
2007-003786-41,NA,US NCT number,protocol
2007-003786-41,NA,other,protocol
2007-003786-41,NCT00644059,US NCT number,results
2007-003786-41,NA,ISRCTN number,results
2007-002119-17,NA,US NCT number,protocol
2007-002119-17,NA,other,protocol
2007-002119-17,NA,US NCT number,results
2007-002119-17,NA,ISRCTN number,results
2007-003508-36,NA,US NCT number,protocol
2007-003508-36,NA,other,protocol
2007-003508-36,NA,US NCT number,results
2007-003508-36,NA,ISRCTN number,results
2007-005983-28,NA,US NCT number,protocol
2007-005983-28,NA,other,protocol
2007-005983-28,NCT00656136,US NCT number,results
2007-005983-28,NA,ISRCTN number,results
2007-000427-17,NA,US NCT number,protocol
2007-000427-17,NA,other,protocol
2007-000427-17,NA,US NCT number,results
2007-000427-17,NA,ISRCTN number,results
2007-006302-13,NA,US NCT number,protocol
2007-006302-13,IND 13619,other,protocol
2007-006302-13,NA,US NCT number,results
2007-006302-13,NA,ISRCTN number,results
2007-004401-10,NA,US NCT number,protocol
2007-004401-10,clinical trials NCT 00670254,other,protocol
2007-004401-10,NCT00670254,US NCT number,results
2007-004401-10,NA,ISRCTN number,results
2007-002223-32,NA,US NCT number,protocol
2007-002223-32,NA,other,protocol
2007-002223-32,NA,US NCT number,results
2007-002223-32,NA,ISRCTN number,results
2007-005022-71,NA,US NCT number,protocol
2007-005022-71,NA,other,protocol
2007-005022-71,NA,US NCT number,results
2007-005022-71,NA,ISRCTN number,results
2007-005995-14,NCT00676143,US NCT number,protocol
2007-005995-14,NA,other,protocol
2007-005995-14,NA,US NCT number,results
2007-005995-14,NA,ISRCTN number,results
2008-001451-21,NA,US NCT number,protocol
2008-001451-21,NA,other,protocol
2008-001451-21,NCT00678392,US NCT number,results
2008-001451-21,NA,ISRCTN number,results
2006-005410-13,NA,US NCT number,protocol
2006-005410-13,NA,other,protocol
2006-005410-13,NA,US NCT number,results
2006-005410-13,NA,ISRCTN number,results
2005-004236-40,NA,US NCT number,protocol
2005-004236-40,NA,other,protocol
2005-004236-40,NA,US NCT number,results
2005-004236-40,NA,ISRCTN number,results
2007-000710-37,NA,US NCT number,protocol
2007-000710-37,NA,other,protocol
2007-000710-37,NA,US NCT number,results
2007-000710-37,NA,ISRCTN number,results
2007-004225-26,NCT00708162,US NCT number,protocol
2007-004225-26,NA,other,protocol
2007-004225-26,NCT00708162,US NCT number,results
2007-004225-26,NA,ISRCTN number,results
2007-004746-33,NA,US NCT number,protocol
2007-004746-33,NA,other,protocol
2007-004746-33,NA,US NCT number,results
2007-004746-33,NA,ISRCTN number,results
2007-001955-20,NA,US NCT number,protocol
2007-001955-20,NA,other,protocol
2007-001955-20,NA,US NCT number,results
2007-001955-20,NA,ISRCTN number,results
2007-006014-41,NA,US NCT number,protocol
2007-006014-41,NA,other,protocol
2007-006014-41,NA,US NCT number,results
2007-006014-41,NA,ISRCTN number,results
2007-006081-15,NCT00718692,US NCT number,protocol
2007-006081-15,NA,other,protocol
2007-006081-15,NA,US NCT number,results
2007-006081-15,NA,ISRCTN number,results
2007-006516-31,NA,US NCT number,protocol
2007-006516-31,NA,other,protocol
2007-006516-31,NCT00724022,US NCT number,results
2007-006516-31,NA,ISRCTN number,results
2007-005116-12,NA,US NCT number,protocol
2007-005116-12,NA,other,protocol
2007-005116-12,NA,US NCT number,results
2007-005116-12,NA,ISRCTN number,results
2007-003511-31,NA,US NCT number,protocol
2007-003511-31,NA,other,protocol
2007-003511-31,NA,US NCT number,results
2007-003511-31,NA,ISRCTN number,results
2008-005448-18,NA,US NCT number,protocol
2008-005448-18,NA,other,protocol
2008-005448-18,NCT00738582,US NCT number,results
2008-005448-18,NA,ISRCTN number,results
2007-007835-16,NA,US NCT number,protocol
2007-007835-16,NA,other,protocol
2007-007835-16,NA,US NCT number,results
2007-007835-16,NA,ISRCTN number,results
2008-002219-42,NA,US NCT number,protocol
2008-002219-42,NA,other,protocol
2008-002219-42,NA,US NCT number,results
2008-002219-42,NA,ISRCTN number,results
2005-002618-40,NCT00749723,US NCT number,protocol
2005-002618-40,NA,other,protocol
2005-002618-40,NA,US NCT number,results
2005-002618-40,NA,ISRCTN number,results
2008-000679-90,NA,US NCT number,protocol
2008-000679-90,NA,other,protocol
2008-000679-90,NCT00763971,US NCT number,results
2008-000679-90,NA,ISRCTN number,results
2008-002263-13,NA,US NCT number,protocol
2008-002263-13,NA,other,protocol
2008-002263-13,NA,US NCT number,results
2008-002263-13,NA,ISRCTN number,results
2006-006532-21,NA,US NCT number,protocol
2006-006532-21,NA,other,protocol
2006-006532-21,NCT00766155,US NCT number,results
2006-006532-21,NA,ISRCTN number,results
2006-005778-34,NA,US NCT number,protocol
2006-005778-34,NA,other,protocol
2006-005778-34,NCT00772655,US NCT number,results
2006-005778-34,NA,ISRCTN number,results
2005-005434-12,NA,US NCT number,protocol
2005-005434-12,NA,other,protocol
2005-005434-12,NA,US NCT number,results
2005-005434-12,NA,ISRCTN number,results
2007-004884-24,NCT00777127,US NCT number,protocol
2007-004884-24,NA,other,protocol
2007-004884-24,NA,US NCT number,results
2007-004884-24,NA,ISRCTN number,results
2008-001686-28,NA,US NCT number,protocol
2008-001686-28,NA,other,protocol
2008-001686-28,NA,US NCT number,results
2008-001686-28,NA,ISRCTN number,results
2008-001265-28,NA,US NCT number,protocol
2008-001265-28,NA,other,protocol
2008-001265-28,NA,US NCT number,results
2008-001265-28,NA,ISRCTN number,results
2008-000720-10,NCT01106430,US NCT number,protocol
2008-000720-10,NA,other,protocol
2008-000720-10,NCT00784654,US NCT number,results
2008-000720-10,NA,ISRCTN number,results
2008-005306-39,NCT00785109,US NCT number,protocol
2008-005306-39,NA,other,protocol
2008-005306-39,NA,US NCT number,results
2008-005306-39,NA,ISRCTN number,results
2007-005666-12,NA,US NCT number,protocol
2007-005666-12,NA,other,protocol
2007-005666-12,NA,US NCT number,results
2007-005666-12,NA,ISRCTN number,results
2007-005365-35,NCT00794326,US NCT number,protocol
2007-005365-35,NA,other,protocol
2007-005365-35,NCT00794326,US NCT number,results
2007-005365-35,NA,ISRCTN number,results
2008-006193-15,NA,US NCT number,protocol
2008-006193-15,NA,other,protocol
2008-006193-15,NA,US NCT number,results
2008-006193-15,NA,ISRCTN number,results
2008-003931-19,NCT00801242,US NCT number,protocol
2008-003931-19,NA,other,protocol
2008-003931-19,NA,US NCT number,results
2008-003931-19,NA,ISRCTN number,results
2008-000132-40,NA,US NCT number,protocol
2008-000132-40,NA,other,protocol
2008-000132-40,NA,US NCT number,results
2008-000132-40,NA,ISRCTN number,results
2008-003924-52,NCT00803205,US NCT number,protocol
2008-003924-52,NA,other,protocol
2008-003924-52,NCT00803205,US NCT number,results
2008-003924-52,NA,ISRCTN number,results
2008-005144-16,NA,US NCT number,protocol
2008-005144-16,NA,other,protocol
2008-005144-16,NA,US NCT number,results
2008-005144-16,NA,ISRCTN number,results
2008-001515-37,NA,US NCT number,protocol
2008-001515-37,NA,other,protocol
2008-001515-37,NA,US NCT number,results
2008-001515-37,NA,ISRCTN number,results
2008-005903-25,NA,US NCT number,protocol
2008-005903-25,NA,other,protocol
2008-005903-25,NA,US NCT number,results
2008-005903-25,NA,ISRCTN number,results
2007-005916-15,NA,US NCT number,protocol
2007-005916-15,NA,other,protocol
2007-005916-15,NA,US NCT number,results
2007-005916-15,NA,ISRCTN number,results
2008-001432-13,NA,US NCT number,protocol
2008-001432-13,NA,other,protocol
2008-001432-13,NA,US NCT number,results
2008-001432-13,NA,ISRCTN number,results
2008-006130-95,NA,US NCT number,protocol
2008-006130-95,NA,other,protocol
2008-006130-95,NCT00827606,US NCT number,results
2008-006130-95,NA,ISRCTN number,results
2008-004338-26,NA,US NCT number,protocol
2008-004338-26,NA,other,protocol
2008-004338-26,NA,US NCT number,results
2008-004338-26,NA,ISRCTN number,results
2007-004333-42,NCT00832039,US NCT number,protocol
2007-004333-42,NA,other,protocol
2007-004333-42,NA,US NCT number,results
2007-004333-42,NA,ISRCTN number,results
2006-003563-31,NA,US NCT number,protocol
2006-003563-31,NA,other,protocol
2006-003563-31,NA,US NCT number,results
2006-003563-31,NA,ISRCTN number,results
2008-005232-33,NA,US NCT number,protocol
2008-005232-33,NA,other,protocol
2008-005232-33,NA,US NCT number,results
2008-005232-33,NA,ISRCTN number,results
