euctr_id,title,member_state,trial_status,sponsor_name,sponsor_status,sponsor_country,funder,reg_date
2011-002789-18,"A RANDOMISED, DOUBLE-BLIND, DOUBLE-DUMMY, PLACEBO-CONTROLLED, DOSE-RANGING PHASE II STUDY ASSESSING RANOLAZINE IN THE MAINTENANCE OF SINUS RHYTHM AFTER ELECTRICAL CARDIOVERSION IN PATIENTS WITH NON-PERMANENT ATRIAL FIBRILLATION",Germany - BfArM,Completed,Menarini Ricerche S.p.A,Commercial,Italy,Menarini Ricerche S.p.A,2011-08-08
2011-002789-18,"A RANDOMISED, DOUBLE-BLIND, DOUBLE-DUMMY, PLACEBO-CONTROLLED, DOSE-RANGING PHASE II STUDY ASSESSING RANOLAZINE IN THE MAINTENANCE OF SINUS RHYTHM AFTER ELECTRICAL CARDIOVERSION IN PATIENTS WITH NON-PERMANENT ATRIAL FIBRILLATION",Spain - AEMPS,Completed,MENARINI RICERCHE S.P.A,Commercial,Italy,MENARINI RICERCHE S.P.A.,2011-09-19
2011-002789-18,"A RANDOMISED, DOUBLE-BLIND, DOUBLE-DUMMY, PLACEBO-CONTROLLED, DOSE-RANGING PHASE II STUDY ASSESSING RANOLAZINE IN THE MAINTENANCE OF SINUS RHYTHM AFTER ELECTRICAL CARDIOVERSION IN PATIENTS WITH NON-PERMANENT ATRIAL FIBRILLATION",UK - MHRA,Completed,Menarini Ricerche S.p.A,Commercial,Italy,Menarini Ricerche S.p.A,2012-02-14
2011-002789-18,"A Randomised, Double-Blind, Double-Dummy, Placebo-Controlled, Dose-Ranging Phase II Study Assessing Ranolazine in the Maintenance of Sinus Rhythm after Electrical Cardioversion in Patients with Non-Permanent Atrial Fibrillation",Italy - Italian Medicines Agency,Completed,MENARINI RICERCHE S.P.A.,Commercial,Italy,Menarini Ricerche S.p.A.,2012-03-01
2016-002860-15,"A Multi-Center, Randomized, Double-Blind, Parallel-Group Vehicle Controlled Study To Compare The Efficacy And Safety Of CD5789 50μg/g Cream Versus Vehicle Cream In Subjects With Acne Vulgaris",Germany - BfArM,Completed,Galderma R&D SNC,Commercial,France,Galderma R&D SNC,2016-10-20
2016-002860-15,"A Multi-Center, Randomized, Double-Blind, Parallel-Group Vehicle Controlled Study To Compare The Efficacy And Safety Of CD5789 50μg/g Cream Versus Vehicle Cream In Subjects With Acne Vulgaris",Czech Republic - SUKL,Completed,Galderma R&D SNC,Commercial,France,Galderma R&D SNC,2017-05-11
2010-020063-21,"“A 20-week open-label study to assess the efficacy and safety of single doses of Ilaris® (Canakinumab, ACZ885) in patients with active, refractory urticarial vasculitis”",Germany - PEI,Completed,Charité-Universitätsmedizin,Non-Commercial,Germany,NA,2010-05-21
2009-014580-39,A multicentre randomised Phase II clinical pilot study to compare the pharmacodynamic efficacy and tolerability of the sublingual and the vestibular administration route for SLITonePLUS® Birch,Germany - PEI,Completed,ALK-Abelló Arzneimittel GmbH,Commercial,Germany,NA,2009-10-12
2012-000442-35,"PHASE II STUDY ON THE SAFETY AND EFFICACY OF BM32, A RECOMBINANT HYPOALLERGENIC VACCINE FOR IMMUNOTHERAPY OF GRASS POLLEN ALLERGY",Germany - PEI,Completed,Biomay AG,Commercial,Austria,Biomay AG,2012-02-21
2012-000442-35,"PHASE IIB STUDY ON THE SAFETY AND EFFICACY OF BM32, A RECOMBINANT HYPOALLERGENIC VACCINE FOR IMMUNOTHERAPY OF GRASS POLLEN ALLERGY",Slovenia - JAZMP,Completed,Biomay AG,Commercial,Austria,Biomay AG,2012-02-27
2012-000442-35,"PHASE II STUDY ON THE SAFETY AND EFFICACY OF BM32, A RECOMBINANT HYPOALLERGENIC VACCINE FOR IMMUNOTHERAPY OF GRASS POLLEN ALLERGY",Austria - BASG,Completed,Biomay AG,Commercial,Austria,Biomay AG,2012-02-28
2012-000442-35,"PHASE II STUDY ON THE SAFETY AND EFFICACY OF BM32, A RECOMBINANT HYPOALLERGENIC VACCINE FOR IMMUNOTHERAPY OF GRASS POLLEN ALLERGY",Belgium - FPS Health-DGM,Completed,Biomay AG,Commercial,Austria,Biomay AG,2012-03-07
2012-000442-35,"PHASE II STUDY ON THE SAFETY AND EFFICACY OF BM32, A RECOMBINANT HYPOALLERGENIC VACCINE FOR IMMUNOTHERAPY OF GRASS POLLEN ALLERGY",Denmark - DHMA,Completed,Biomay AG,Commercial,Austria,Biomay AG,2012-04-20
2012-000442-35,"PHASE II STUDY ON THE SAFETY AND EFFICACY OF BM32, A RECOMBINANT HYPOALLERGENIC VACCINE FOR IMMUNOTHERAPY OF GRASS POLLEN ALLERGY",Netherlands - Competent Authority,Completed,Biomay AG,Commercial,Austria,Biomay AG,2016-10-04
2011-001398-19,D-cycloserine augmented exposure therapy in patients with agoraphobia,Germany - BfArM,Completed,Charité Universitätsmedizin Berlin,Non-Commercial,Germany,NA,2011-05-30
2009-017168-17,"A Randomized, Double-blind, Placebo-controlled Study of Ranolazine in Patients with Heart Failure with Preserved Ejection Fraction",Germany - BfArM,Completed,"Gilead Sciences, Inc.",Commercial,United States,NA,2010-01-21
2011-002754-31,"Double-blind, randomized, placebo-controlled, phase II dose-finding study comparing different doses of norursodeoxycholic acid capsules with placebo in the treatment of primary sclerosing cholangitis",Germany - BfArM,Completed,Dr. Falk Pharma GmbH,Commercial,Germany,Dr. Falk Pharma GmbH,2012-05-11
2011-002754-31,"Double-blind, randomized, placebo-controlled, phase II dose-finding study comparing different doses of norursodeoxycholic acid capsules with placebo in the treatment of primary sclerosing cholangitis",Austria - BASG,Completed,Dr. Falk Pharma GmbH,Commercial,Germany,Dr. Falk Pharma GmbH,2012-06-05
2011-002754-31,"Double-blind, randomized, placebo-controlled, phase II dose-finding study comparing different doses of norursodeoxycholic acid capsules with placebo in the treatment of primary sclerosing cholangitis",Netherlands - Competent Authority,Completed,Dr. Falk Pharma GmbH,Commercial,Germany,Dr. Falk Pharma GmbH,2012-06-13
2011-002754-31,"Double-blind, randomized, placebo-controlled, phase II dose-finding study comparing different doses of norursodeoxycholic acid capsules with placebo in the treatment of primary sclerosing cholangitis",Lithuania - SMCA,Completed,Dr. Falk Pharma GmbH,Commercial,Germany,Dr. Falk Pharma GmbH,2012-06-21
2011-002754-31,"Double-blind, randomized, placebo-controlled, phase II dose-finding study comparing different doses of norursodeoxycholic acid capsules with placebo in the treatment of primary sclerosing cholangitis",Norway - NOMA,Completed,Dr. Falk Pharma GmbH,Commercial,Germany,Dr. Falk Pharma GmbH,2012-06-28
2011-002754-31,"Double-blind, randomized, placebo-controlled, phase II dose-finding study comparing different doses of norursodeoxycholic acid capsules with placebo in the treatment of primary sclerosing cholangitis",Sweden - MPA,Completed,Dr. Falk Pharma GmbH,Commercial,Germany,Dr. Falk Pharma GmbH,2012-07-09
2011-002754-31,"Double-blind, randomized, placebo-controlled, phase II dose-finding study comparing different doses of norursodeoxycholic acid capsules with placebo in the treatment of primary sclerosing cholangitis",UK - MHRA,Completed,Dr. Falk Pharma GmbH,Commercial,Germany,Dr. Falk Pharma GmbH,2012-07-16
2011-002754-31,"Double-blind, randomized, placebo-controlled, phase II dose-finding study comparing different doses of norursodeoxycholic acid capsules with placebo in the treatment of primary sclerosing cholangitis",Spain - AEMPS,Completed,Dr. Falk Pharma GmbH,Commercial,Germany,Dr. Falk Pharma GmbH,2012-07-19
2011-002754-31,"Double-blind, randomized, placebo-controlled, phase II dose-finding study comparing different doses of norursodeoxycholic acid capsules with placebo in the treatment of primary sclerosing cholangitis",Finland - Fimea,Completed,Dr. Falk Pharma GmbH,Commercial,Germany,Dr. Falk Pharma GmbH,2012-08-02
2011-002754-31,"Double-blind, randomized, placebo-controlled, phase II dose-finding study comparing different doses of norursodeoxycholic acid capsules with placebo in the treatment of primary sclerosing cholangitis",Hungary - National Institute of Pharmacy,Completed,Dr. Falk Pharma GmbH,Commercial,Germany,Dr. Falk Pharma GmbH,2012-08-14
2011-002754-31,"Double-blind, randomized, placebo-controlled, phase II dose-finding study comparing different doses of norursodeoxycholic acid capsules with placebo in the treatment of primary sclerosing cholangitis",Denmark - DHMA,Completed,Dr. Falk Pharma GmbH,Commercial,Germany,Dr. Falk Pharma GmbH,2012-08-17
2011-002754-31,"Double-blind, randomized, placebo-controlled, phase II dose-finding study comparing different doses of norursodeoxycholic acid capsules with placebo in the treatment of primary sclerosing cholangitis",Belgium - FPS Health-DGM,Completed,Dr. Falk Pharma GmbH,Commercial,Germany,Dr. Falk Pharma GmbH,2014-07-04
2011-003648-31,"Pharmacokinetic-pharmacodynamic modeling of the postoperative pain sensation during patient-controlled analgesia with target-controlled infusion of Hydromorphone, taking into account the interaction with intraoperatively administered Sufentanil for elective cardiac surgery",Germany - BfArM,Completed,Universitätsklinikum Erlangen,Non-Commercial,Germany,Bundesministerium für Bildung und Forschung,2011-08-18
2007-004612-31,Efficacy and safety of Haemocomplettan® P in patients experiencing acute bleeding while undergoing aortic replacement surgery,Germany - PEI,Completed,CSL Behring GmbH,Commercial,Germany,NA,2008-02-14
2012-002358-22,"NEUPRO DB, efficacy profile of Neurexan in an experimental acute stress setting – an explorative double blind study in healthy probands",Germany - BfArM,Completed,Biologische Heilmittel Heel GmbH,Commercial,Germany,Biologische Heilmittel Heel GmbH,2012-07-30
2012-002358-22,"NEUPRO DB, efficacy profile of Neurexan in an experimental acute stress setting – an explorative double blind study in healthy probands",Germany - BfArM,Completed,Biologische Heilmittel Heel GmbH,Commercial,Germany,Biologische Heilmittel Heel GmbH,2012-07-30
2008-008896-32,"Memory, Ageing, and the Cholinergic System a combined fMRI and PET study",Germany - BfArM,Completed,University of Cologne,Non-Commercial,Germany,NA,2009-07-21
2011-000572-33,Phase I/IIa study of intratumoral/intracerebral or intravenous/intracerebral administration of PArvovirus H-1 (ParvOryx) in patients with progressive primary or recurrent glioblastoma multiforme,Germany - PEI,Completed,Oryx GmbH und Co. KG,Commercial,Germany,Oryx GmbH und Co. KG,2011-03-16
2009-011252-22,Phase III trial of CCNU/temozolomide (TMZ) combination therapy vs. standard TMZ therapy for newly diagnosed MGMT-methylated glioblastoma patients (CeTeG),Germany - BfArM,Completed,"Medical Faculty, University of Bonn",Non-Commercial,Germany,NA,2010-05-03
2008-000952-28,"An Open-label, Randomized Study of Subcutaneous and Intravenous VELCADE® in Subjects With Previously Treated Multiple Myeloma",Germany - BfArM,Completed,Janssen-Cilag International NV (JCI),Commercial,Belgium,NA,2008-04-16
2008-000952-28,"An Open-label, Randomized Study of Subcutaneous and Intravenous VELCADE® in Subjects With Previously Treated Multiple Myeloma",Belgium - FPS Health-DGM,Completed,Janssen-Cilag International NV (JCI),Commercial,Belgium,NA,2008-04-25
2008-000952-28,"An Open-label, Randomized Study of Subcutaneous and Intravenous VELCADE® in Subjects With Previously Treated Multiple Myeloma",France - ANSM,Completed,Janssen-Cilag International NV (JCI),Commercial,Belgium,NA,2008-07-21
2008-000952-28,"An Open-label, Randomized Study of Subcutaneous and Intravenous VELCADE® in Subjects With Previously Treated Multiple Myeloma",UK - MHRA,Completed,Janssen-Cilag International NV (JCI),Commercial,Belgium,NA,2008-11-27
2007-003986-42,"Prospective, randomised, placebo controlled, double blind monocenter trial for the prophylactic treatment of diarrhoea with rifaximin for travellers to South- and Southeast-Asia",Germany - BfArM,Completed,University Hospital of Tübingen,Non-Commercial,Germany,NA,2007-10-19
2008-005560-13,A multicenter randomised study comparing the efficacy of pegylated interferon-alfa-2a plus placebo vs. pegylated interfeorn-alfa-2a plus tenofovir for the treatment of chronic delta hepatitis- The Hep-Net International Delta hepatits Interventional Trial II (HIDIT-II),Germany - BfArM,Completed,Medizinische Hochschule Hannover,Non-Commercial,Germany,Roche Pharma AG,2009-06-05
2008-005560-13,A multicenter randomised study comparing the efficacy of pegylated interferon-alfa-2a plus placebo vs. pegylated interfeorn-alfa-2a plus tenofovir for the treatment of chronic delta hepatitis- The Hep-Net International Delta hepatits Interventional Trial II (HIDIT-II),Greece - EOF,Completed,Medizinische Hochschule Hannover,Non-Commercial,Germany,NA,2009-10-20
2006-002938-38,EFFECT OF ERYTHROPOIETIN ON RENAL FUNCTION AFTER KIDNEY TRANSPLANTATION,Germany - BfArM,Completed,Hannover Medical School,Non-Commercial,Germany,NA,2006-09-07
2008-008238-35,"Open-Label, Multicenter Phase II Study For the Evaluation of Dasatinib (Sprycel™) Following Induction and Consolidation Therapy as well as in Maintenance Therapy in Patients With Newly Diagnosed Core-Binding Factor (CBF) Acute Myeloid Leukemia (AML)",Germany - BfArM,Completed,Universitätsklinikum Ulm,Non-Commercial,Germany,Universitätsklinikum Ulm,2009-03-23
2008-008238-35,"Open-Label, Multicenter Phase Ib/IIa Study For the Evaluation of Dasatinib (Sprycel™) Following Induction and Consolida-tion Therapy as well as in Maintenance Therapy in Patients With Newly Diagnosed Core Binding Factor (CBF) Acute Mye-loid Leukemia (AML) - AMLSG 11-08",Austria - BASG,Completed,Universitätsklinikum Ulm,Non-Commercial,Germany,NA,2010-04-07
2009-016142-44,Randomized phase-II trial evaluating induction therapy with idarubicin and etoposide plus sequential or concurrent azacitidine and maintenance therapy with azacitidine,Germany - BfArM,Completed,University Hospital Ulm,Non-Commercial,Germany,University Hospital Ulm,2010-07-06
2009-016142-44,Randomized phase-II trial evaluating induction therapy with idarubicin and etoposide plus sequential or concurrent azacitidine and maintenance therapy with azacitidine,Austria - BASG,Completed,University Hospital Ulm,Non-Commercial,Germany,NA,2010-08-23
2009-011889-28,Phase III study of chemotherapy in combination with ATRA with or without gemtuzumab ozogamicin in patients with acute myeloid leukemia and NPM1 gene mutation,Germany - PEI,Completed,University of Ulm,Non-Commercial,Germany,Else-Kröner Frisenius Stiftung (P80/08 // A65/08),2009-05-27
2009-011889-28,Phase III study of chemotherapy in combination with ATRA with or without gemtuzumab ozogamicin in patients with acute myeloid leukemia and NPM1 gene mutation,Austria - BASG,Completed,University of Ulm,Non-Commercial,Germany,Else-Kröner Frisenius Stiftung (P80/08 // A65/08),2010-10-06
2012-002154-23,Phase I/II pilot trial of ATRA (Tretinoin) and TCP (Tranylcypromine) in patients with relapsed or refractory acute myeloid leukemia (AML) when no intensive treatment is possible,Germany - BfArM,Completed,Martin-Luther-University Halle-Wittenberg,Non-Commercial,Germany,Deutsche Krebshilfe,2014-04-11
2013-003678-29,"Phase II multicenter, open‐label, single arm clinical Study of Pomalidomide and dexamethasonE in RelapSed myeloma Plus rEsponse adapted Cyclophosphamide as a Tailored InnoVativE strategy",Germany - BfArM,Completed,Universitätsklinikum Tübingen,Non-Commercial,Germany,Celgene GmbH,2014-01-23
2011-002291-16,Open Label Study for the Functional Characterization of Drug Metabolism and Transport in patients before routine visceral surgery,Germany - BfArM,Temporarily Halted,"Universitätsklinikum Schleswig-Holstein, Campus Kiel",Non-Commercial,Germany,BmBf,2012-04-23
2012-000447-27,Open Label Study for the Functional Characterization of Drug Metabolism and Transport in patients before routine visceral surgery,Germany - BfArM,Temporarily Halted,"Universitätsklinikum Schleswig-Holstein, Campus Kiel",Non-Commercial,Germany,BmBf,2012-04-23
2012-003696-18,Effect of a preinterventional calorie restriction on renal function after contrast agent exposition in patients at risk.,Germany - BfArM,Completed,University of Cologne,Non-Commercial,Germany,University of Cologne,2013-03-01
2005-004866-17,"An Open-label, single arm Phase II Trial of Photodynamic Therapy using Foscan for non-curatively-resectable bile duct carcinoma",Germany - BfArM,Completed,"Dept Medicine I, Paracelsus Med. Univ. Landeskrankenanstalten Salzburg / SALK",Non-Commercial,Austria,NA,2005-11-22
2005-004866-17,"An Open-label, single arm Phase II Trial of Photodynamic Therapy using Foscan for non-curatively-resectable bile duct carcinoma",Austria - BASG,Completed,Paracelsus Medical University,Non-Commercial,Austria,NA,2005-11-23
2007-001014-17,"A Phase II, multicentre, double-blind, randomized, dose range finding placebo controlled study of Rifaximin- EIR tablet: clinical effectiveness and tolerability in the treatment of moderate, active Crohn’s disease",France - ANSM,Completed,Alfa Wassermann S.p.A.,Commercial,Italy,NA,2007-06-01
2007-001014-17,"A Phase II, multicentre, double-blind, randomized, dose range finding placebo controlled study of Rifaximin- EIR tablet: clinical effectiveness and tolerability in the treatment of moderate, active Crohn’s disease",Hungary - National Institute of Pharmacy,Completed,Alfa Wassermann S.p.A.,Commercial,Italy,NA,2007-06-19
2007-001014-17,"A Phase II, multicentre, double-blind, randomized, dose range finding placebo controlled study of Rifaximin- EIR tablet: clinical effectiveness and tolerability in the treatment of moderate, active Crohns disease",Italy - Italian Medicines Agency,Completed,ALFA WASSERMANN,Commercial,Italy,NA,2007-10-24
2007-001014-17,"A Phase II, multicentre, double-blind, randomized, dose range finding placebo controlled study of Rifaximin- EIR tablet: clinical effectiveness and tolerability in the treatment of moderate, active Crohn’s disease",Germany - BfArM,Completed,Alfa Wassermann S.p.A.,Commercial,Italy,NA,2008-03-03
2008-005994-36,"Double-blind, double-dummy, randomised, placebo-controlled, multi-centre phase III study on the efficacy and tolerability of a 8-week treatment with 9 mg budesonide vs. 3 g mesalazine vs. placebo in patients with lymphocytic colitis",Germany - BfArM,Completed,Dr. Falk Pharma GmbH,Commercial,Germany,Dr. Falk Pharma GmbH,2009-11-04
2008-005994-36,"Double-blind, double-dummy, randomised, placebo-controlled, multi-centre phase III study on the efficacy and tolerability of a 8-week treatment with 9 mg budesonide vs. 3 g mesalazine vs. placebo in patients with lymphocytic colitis",Hungary - National Institute of Pharmacy,Completed,Dr. Falk Pharma GmbH,Commercial,Germany,NA,2010-05-19
2008-005994-36,"Double-blind, double-dummy, randomised, placebo-controlled, multi-centre phase III study on the efficacy and tolerability of a 8-week treatment with 9 mg budesonide vs. 3 g mesalazine vs. placebo in patients with lymphocytic colitis",Sweden - MPA,Completed,Dr. Falk Pharma GmbH,Commercial,Germany,Dr. Falk Pharma GmbH,2010-05-26
2008-005994-36,"Double-blind, double-dummy, randomised, placebo-controlled, multi-centre phase III study on the efficacy and tolerability of a 8-week treatment with 9 mg budesonide vs. 3 g mesalazine vs. placebo in patients with lymphocytic colitis",Belgium - FPS Health-DGM,Completed,Dr. Falk Pharma GmbH,Commercial,Germany,Dr. Falk Pharma GmbH,2010-06-01
2008-005994-36,"Double-blind, double-dummy, randomised, placebo-controlled, multi-centre phase III study on the efficacy and tolerability of a 8-week treatment with 9 mg budesonide vs. 3 g mesalazine vs. placebo in patients with lymphocytic colitis",Denmark - DHMA,Completed,Dr. Falk Pharma GmbH,Commercial,Germany,Dr. Falk Pharma GmbH,2010-06-18
2008-005994-36,"Double-blind, double-dummy, randomised, placebo-controlled, multi-centre phase III study on the efficacy and tolerability of a 8-week treatment with 9 mg budesonide vs. 3 g mesalazine vs. placebo in patients with lymphocytic colitis",Czech Republic - SUKL,Completed,Dr. Falk Pharma GmbH,Commercial,Germany,Dr. Falk Pharma GmbH,2010-06-25
2008-005994-36,"Double-blind, double-dummy, randomised, placebo-controlled, multi-centre phase III study on the efficacy and tolerability of a 8-week treatment with 9 mg budesonide vs. 3 g mesalazine vs. placebo in patients with lymphocytic colitis",Lithuania - SMCA,Completed,Dr. Falk Pharma GmbH,Commercial,Germany,Dr. Falk Pharma GmbH,2013-11-25
2008-005994-36,"Double-blind, double-dummy, randomised, placebo-controlled, multi-centre phase III study on the efficacy and tolerability of a 8-week treatment with 9 mg budesonide vs. 3 g mesalazine vs. placebo in patients with lymphocytic colitis",Spain - AEMPS,Completed,Dr. Falk Pharma GmbH,Commercial,Germany,Dr. Falk Pharma GmbH,2013-12-27
2008-005994-36,"Double-blind, double-dummy, randomised, placebo-controlled, multi-centre phase III study on the efficacy and tolerability of a 8-week treatment with 9 mg budesonide vs. 3 g mesalazine vs. placebo in patients with lymphocytic colitis",Netherlands - Competent Authority,Completed,Dr. Falk Pharma GmbH,Commercial,Germany,Dr. Falk Pharma GmbH,2014-03-05
2008-005994-36,"Double-blind, double-dummy, randomised, placebo-controlled, multi-centre phase III study on the efficacy and tolerability of a 8-week treatment with 9 mg budesonide vs. 3 g mesalazine vs. placebo in patients with lymphocytic colitis",Italy - Italian Medicines Agency,Completed,DR. FALK PHARMA GMBH,Commercial,Germany,DR FALK PHARMA GmbH,2018-11-30
2008-001764-36,Phase III Multicenter Randomized Trial Comparing Adjuvant Pharmacogenomic-Driven Chemotherapy versus Standard Adjuvant Chemotherapy in Completely Resected Stage II-IIIA Non-Small Cell Lung Cancer.,Italy - Italian Medicines Agency,Ongoing,Azienda Ospedaliero Universitaria ''San Luigi Gonzaga'',Non-Commercial,Italy,NA,2008-10-01
2008-001764-36,Phase III Multicenter Randomized Trial Comparing Adjuvant Pharmacogenomic-Driven Chemotherapy versus Standard Adjuvant Chemotherapy in Completely Resected Stage II-IIIA Non-Small Cell Lung Cancer.,Germany - BfArM,Ongoing,"University of Turin, Dept of Clinical & Biological Sciences",Non-Commercial,Italy,University of Torino,2008-10-02
2009-012449-48,„Sympathetic neural outflow during Xenon anesthesia in humans“,Germany - BfArM,Completed,Air Liquide Santé International,Commercial,France,NA,2009-09-03
2011-004267-71,"Randomised, double-blind, placebo-controlled, dose-ranging Phase II study of APD421 (amisulpride for IV injection) for the prevention of post-operative nausea and vomiting",Germany - BfArM,Completed,Acacia Pharma Ltd,Commercial,United Kingdom,Acacia Pharma Ltd,2011-10-24
2006-000720-13,"Double-blind, randomised, placebo-controlled, multi-centre phase II study to evaluate the efficacy and safety of three different dosages of oral Trichuris suis ova (TSO) suspension in active Crohn’s disease",Germany - BfArM,Completed,Dr. Falk Pharma GmbH,Commercial,Germany,Dr. Falk Pharma GmbH,2010-01-29
2006-000720-13,"Double-blind, randomised, placebo-controlled, multi-centre phase II study to evaluate the efficacy and safety of three different dosages of oral Trichuris suis ova (TSO) suspension in active Crohn’s disease",Austria - BASG,Completed,Dr. Falk Pharma GmbH,Commercial,Germany,Dr. Falk Pharma GmbH,2010-03-03
2006-000720-13,"Double-blind, randomised, placebo-controlled, multi-centre phase II study to evaluate the efficacy and safety of three different dosages of oral Trichuris suis ova (TSO) suspension in active Crohn’s disease",Denmark - DHMA,Completed,Dr. Falk Pharma GmbH,Commercial,Germany,Dr. Falk Pharma GmbH,2010-03-17
2006-000720-13,"Double-blind, randomised, placebo-controlled, multi-centre phase II study to evaluate the efficacy and safety of three different dosages of oral Trichuris suis ova (TSO) suspension in active Crohn’s disease",Czech Republic - SUKL,Completed,Dr. Falk Pharma GmbH,Commercial,Germany,Dr. Falk Pharma GmbH,2010-06-30
2010-020793-42,The effect of vitamin D on all-cause mortality in congestive heart failure patients,Germany - BfArM,Completed,"Clinic for Thoracic and Cardiovascular Surgery, Heart Centre North Rhine-Westfalia",Non-Commercial,Germany,NA,2010-06-07
2008-008239-27,Dosisfindungsstudie Sugammadex und Neostigmin bei geringer neuromuskulärer Restblockade (Sugammadex and Neostigmine dose finding study for reversal of residual neuromuscular blockade),Germany - BfArM,Completed,Technische Universität München,Non-Commercial,Germany,NA,2008-12-30
2011-003648-31,"Pharmacokinetic-pharmacodynamic modeling of the postoperative pain sensation during patient-controlled analgesia with target-controlled infusion of Hydromorphone, taking into account the interaction with intraoperatively administered Sufentanil for elective cardiac surgery",Germany - BfArM,Completed,Universitätsklinikum Erlangen,Non-Commercial,Germany,Bundesministerium für Bildung und Forschung,2011-08-18
2012-001989-15,"A randomised, placebo controlled, double blind, cross-over, single center clinical Study to investigate the effect of heart rate reduction with ivabradine on endothelial function and vascular stiffness in patients with stable coronary heart disease.",Germany - BfArM,Ongoing,Universität des Saarlandes,Non-Commercial,Germany,Servier Deutschland GmbH,2012-05-18
2011-005807-33,,Germany - PEI,Completed,Medizinische Fakultät der Universität Bonn,Non-Commercial,Germany,Novartis,2012-09-20
2008-000245-55,Phase II Study Evaluating PegLiposomal Doxorubicin (PLD) and Carboplatin Combination Chemotherapy in Gynecological Sarcomas and Mixed Epithelial-Mesenchymal Tumors,Germany - BfArM,Completed,GYN Research GmbH,Non-Commercial,Germany,NA,2008-04-16
2012-004079-38,"Agomelatine treatment of major depressive episodes in the course of schizophrenic psychoses (AGOPSYCH). A single arm, prospective pilot study",Germany - BfArM,Ongoing,"Central Institute of Mental Health, Department of Psychiatry and Psychotherapy",Non-Commercial,Germany,"Central Institute of Mental Health, Research Group Molecular Schizophrenia Research",2012-12-27
2009-013648-35,"KONCERT A Kaletra ONCE daily Randomised Trial of the pharmacokinetics, safety and efficacy of twice-daily versus once-daily lopinavir/ritonavir tablets dosed by weight as part of combination antiretroviral therapy in HIV-1 infected children (PENTA 18).",Ireland - HPRA,Completed,PENTA Foundation,Non-Commercial,Italy,NA,2010-03-12
2009-013648-35,"KONCERT A Kaletra ONCE daily Randomised Trial of the pharmacokinetics, safety and efficacy of twice-daily versus once-daily lopinavir/ritonavir tablets dosed by weight as part of combination antiretroviral therapy in HIV-1 infected children (PENTA 18).",Netherlands - Competent Authority,,PENTA Foundation,Non-Commercial,Italy,NA,2010-07-29
2009-013648-35,"A Kaletra ONCE daily Randomised Trial of the pharmacokinetics, safety and efficacy of twice-daily versus once-daily lopinavir/ritonavir tablets dosed by weight as part of combination antiretroviral therapy in HIV-1 infected children (PENTA 18)",France - ANSM,Completed,Paediatric European Network for Treatment of AIDS (PENTA) Foundation,Non-Commercial,Italy,NA,2010-07-29
2009-013648-35,"KONCERT A Kaletra ONCE daily Randomised Trial of the pharmacokinetics, safety and efficacy of twice-daily versus once-daily lopinavir/ritonavir tablets dosed by weight as part of combination antiretroviral therapy in HIV-1 infected children (PENTA 18).",UK - MHRA,Completed,PENTA Foundation,Non-Commercial,Italy,NA,2010-08-03
2009-013648-35,"KONCERT. Estudio sobre la farmacocinética, seguridad y eficacia de lopinavir/ritonavir comprimidos dos veces al día o una vez al día con la dosis ajustada en función del peso como parte de un tratamiento antirretroviral combinado en niños infectados por el VIH-1 (PENTA 18).",Spain - AEMPS,Completed,Fundación Penta,Non-Commercial,Spain,NA,2010-08-30
2009-013648-35,"KONCERT A Kaletra ONCE daily Randomised Trial of the pharmacokinetics, safety and efficacy of twicedaily versus oncedaily lopinavir/ritonavir tablets dosed by weight as part of combination antiretroviral therapy in HIV-1 infected children (PENTA 18)",Portugal - INFARMED,Completed,PENTA Foundation,Non-Commercial,Italy,NA,2011-01-17
2009-013648-35,"A Kaletra ONCE daily Randomised Trial of the pharmacokinetics, safety and efficacy of twice-dailyversus once-daily Iopinavir/ritonavir tablets dosed by weight as part of combination antiretroviral therapy in HIV-1 infected chiidren (PENTA 18)",Belgium - FPS Health-DGM,Completed,PENTA FOUNDATION,Non-Commercial,Italy,PENTA FOUNDATION,2011-01-24
2009-013648-35,"KONCERT A Kaletra ONCE daily Randomised Trial of the pharmacokinetics, safety and efficacy of twice-daily versus once-daily lopinavir/ritonavir tablets dosed by weight as part of combination antiretroviral therapy in HIV-1 infected children (PENTA 18).",Germany - BfArM,Completed,PENTA Foundation,Non-Commercial,Italy,PENTA Foundation,2011-05-13
2010-022570-13,"Gadovit-Studie Intraindividueller Vergleich der diagnostischen Wertigkeit von delayed-enhancement imaging mit Gadobutrol (Gadovist®) versus Gadobenat Dimeglumin (Multihance®) mittels einer MRT Bildgebung bei einem Myorkardinfarkt. Monozentrische, randomisierte, einfach verblindete, cross-over Studie. EUDRACT-Nr.: 2010-022570-13 Prüfplancode: GAD-1140-WIL-0020-I",Germany - BfArM,Completed,Medizinsiche Fakultät der Technischen Universität München,Non-Commercial,Germany,NA,2010-09-28
2010-021333-31,Reduktion des Ischämie-Reperfusionsschadens durch ex-vivo Tacrolimus-Perfusion marginaler Organe vor Lebertransplantation (Tacrolimus-Organ-Perfusion TOP-Studie),Germany - BfArM,Prematurely Ended,Klinikum der Universität München,Non-Commercial,Germany,Klinikum der Universität München,2011-06-14
